Year,Rank,Company,Leadership,Country,Defense_Revenue_From_A_Year_Ago,Defense_Revenue_From_Two_Years_Ago,%Defense Revenue Change,Total Revenue,%of Revenue from Defence
2012,84,Alion Science and Technology,"Bahman Atefi, Chairman and CEO",U.S.,726.1,771.8,-5.9%,787.3,92.2%
2012,85,Battelle,"Jeffrey Wadsworth, President and CEO",U.S.,718.9,753.2,-4.6%,"6,300.0",11.4%
2012,86,Mission Essential,"Marc Peltier, President",U.S.,718.2,622.7,15.3%,725.5,99%
2012,87,RTI,"Sergei Boev, Director",Russia,718.1,449.0,59.9%,"2,093.0",34.3%
2012,88,FLIR,"Earl Lewis, Chairman and CEO",U.S.,712.3,706.0,0.9%,"1,544.1",46.1%
2012,89,Indra,"Javier MonzÃ³n, Chairman",Spain,709.7,788.4,-10%,"3,742.4",19%
2012,90,RSK MiG,"Sergei Korotkov, Director",Russia,700.0,300.0,133.3%,700.0,100%
2012,91,Teledyne Technologies,"Robert Mehrabian, Chairman, President and CEO",U.S.,694.4,727.4,-4.5%,"1,941.9",35.8%
2012,92,Fujitsu,"Masami Yamamoto, President",Japan,661.3,503.8,31.3%,"55,843.8",1.2%
2012,93,Toshiba,"Norio Sasaki, Director, President and CEO",Japan,630.0,209.0,201.5%,"76,253.8",0.8%
2012,94,SRA Inter-tio-l,"William Ballhaus, President and CEO",U.S.,567.0,661.0,-14.2%,"1,705.0",33.3%
2012,95,-mmo,"Edgar Fossheim, CEO",Norway,565.7,570.9,-0.9%,565.7,100%
2012,96,SRC,"Paul Tremont, President",U.S.,556.3,691.0,-19.5%,572.1,97.2%
2012,97,ARINC,"John Belcher, Chairman and CEO",U.S.,495.1,649.8,-23.8%,931.4,53.2%
2012,98,Ball Aerospace & Technologies,"David Taylor, President and CEO",U.S.,491.2,416.6,17.9%,784.0,62.7%
2012,99,Day & Zimmermann,"Harold Yoh, Chairman and CEO",U.S.,489.6,647.7,-24.4%,"2,728.2",17.9%
2012,100,Israel Military Industries,"Avi Felder, President and CEO",Israel,485.9,508.6,-4.5%,485.9,100%
2011,1,Lockheed Martin,"Robert Stevens, Chairman and CEO",U.S.,"42,800.0","42,025.7",1.8%,"45,800.0",93.4%
2011,2,BAE Systems,"Ian King, CEO",U.K.,"33,109.5","33,418.8",-0.9%,"34,613.6",95.7%
2011,3,Northrop Grumman,"Wes Bush, Chairman, President and CEO",U.S.,"31,181.0","30,656.9",1.7%,"34,757.0",89.7%
2011,4,Boeing,"W. James McNerney, Chairman, President and CEO",U.S.,"30,858.0","31,932.0",-3.4%,"64,306.0",48.0%
2011,5,General Dy-mics,"Jay Johnson, Chairman and CEO",U.S.,"26,622.0","25,904.6",2.8%,"32,466.0",82.0%
2011,6,Raytheon,"William Swanson, Chairman and CEO",U.S.,"23,420.2","23,139.3",1.2%,"25,183.0",93.0%
2011,7,EADS,"Louis Gallois, CEO",Netherlands,"16,286.7","15,013.7",8.5%,"60,734.4",26.8%
2011,8,Finmeccanica,"Giuseppe Orsi, CEO",Italy,"14,442.9","13,332.1",8.3%,"24,817.1",58.2%
2011,9,L-3 Communications,"Michael Strianese, Chairman, President and CEO",U.S.,"13,074.0","13,014.0",0.5%,"15,680.0",83.4%
2011,10,United Technologies,"Louis Chenevert, President and CEO",U.S.,"11,600.0","11,100.0",4.5%,"54,326.0",21.4%
2011,11,Thales,"Luc Vigneron, Chairman and CEO",France,"9,956.0","10,456.7",-4.8%,"17,389.9",57.3%
2011,12,SAIC,"Walt Havenstein, CEO",U.S.,"8,677.0","8,400.0",3.3%,"11,117.0",78.1%
2011,13,Oshkosh,"Charles Szews, President and CEO",U.S.,"7,161.7","2,594.8",176.0%,"9,842.4",72.8%
2011,14,ITT,"Steven Loranger, Chairman, President and CEO",U.S.,"5,484.0","5,698.0",-3.8%,"10,995.0",49.9%
2011,15,Honeywell,"David Cote, Chairman and CEO",U.S.,"5,400.0","5,382.0",0.3%,"33,370.0",16.2%
2011,16,Booz Allen Hamilton,"Ralph Shrader, Chairman, President and CEO",U.S.,"4,662.0","4,299.0",8.4%,"5,600.0",83.3%
2011,17,CSC,"Michael Laphen, Chairman, President and CEO",U.S.,"4,498.0","4,203.3",7.0%,"16,000.0",28.1%
2011,18,Rolls-Royce,"John Rishton, CEO",U.K.,"4,483.3","3,146.9",42.5%,"16,796.7",26.7%
2011,19,GE,"Jeffrey Immelt, Chairman and CEO",U.S.,"4,100.0","4,200.0",-2.4%,"150,211.0",2.7%
2011,20,Textron,"Scott Donnelly, Chairman and CEO",U.S.,"3,999.5","3,300.0",21.2%,"10,525.0",38.0%
2011,21,Almaz-Antei,"Vladislav Menshikov, Director",Russia,"3,940.5","3,263.0",20.8%,"4,427.6",89.0%
2011,22,URS,"Martin Koffel, CEO",U.S.,"3,736.1","3,483.3",7.3%,"9,177.1",40.7%
2011,23,KBR,"William Utt, Chairman, President and CEO",U.S.,"3,563.8","5,410.2",-34.1%,"10,099.0",35.3%
2011,24,DCNS,"Patrick Boissier, Chairman and CEO",France,"3,318.7","3,355.0",-1.1%,"3,318.7",100.0%
2011,25,Safran,"Jean-Paul Herteman, Chairman and CEO",France,"3,142.4","3,067.7",2.4%,"14,283.6",22.0%
2011,26,Mitsubishi Heavy Industries,"Hideaki Omiya, President and Director",Japan,"3,039.4","2,833.1",7.3%,"35,016.2",8.7%
2011,27,Rockwell Collins,"Clay Jones, Chairman, President and CEO",U.S.,"2,900.0","2,579.0",12.4%,"4,700.0",61.7%
2011,28,Saab,"Hâ€NAkan Buskhe, CEO",Sweden,"2,887.4","2,594.5",11.3%,"3,397.1",85.0%
2011,29,ATK,"Mark DeYoung, President and CEO",U.S.,"2,730.0","2,740.0",-0.4%,"4,842.3",56.4%
2011,30,Rheinmetall,"Klaus Eberhardt, CEO",Germany,"2,664.2","2,646.6",0.7%,"5,295.3",50.3%
2011,31,DynCorp,"Steven Gaffney, Chairman, President and CEO",U.S.,"2,623.8","2,381.9",10.2%,"3,696.2",71.0%
2011,32,Harris,"Howard Lance,Chairman, President and CEO",U.S.,"2,622.3","2,686.7",-2.4%,"5,206.1",50.4%
2011,33,Elbit Systems,"Joseph Ackerman, President and CEO",Israel,"2,536.6","2,690.8",-5.7%,"2,670.1",95.0%
2011,34,Mantech,"George Pederson, Chairman and CEO",U.S.,"2,494.7","1,919.3",30.0%,"2,604.0",95.8%
2011,35,CACI Inter-tio-l,"Paul Cofoni, President and CEO",U.S.,"2,450.5","2,078.3",17.9%,"3,149.1",77.8%
2011,36,Israel Aerospace Industries,"Itzhak Nissan, President and CEO",Israel,"2,380.0","2,234.0",6.5%,"3,148.0",75.6%
2011,37,Hindustan Aero-utics,"Ashok -yak, Chairman",India,"2,267.7","1,999.5",13.4%,"2,496.4",90.8%
2011,38,Goodrich,"Marshall Larsen, Chairman, President and CEO",U.S.,"2,201.0","2,005.8",9.7%,"6,967.0",31.6%
2011,39,Bechtel,"Riley Bechtel, Chairman and CEO",U.S.,"2,200.0","2,100.0",4.8%,"27,900.0",7.9%
2011,40,-vistar,"Daniel Ustian, Chairman, Preisdent and CEO",U.S.,"2,151.0","2,885.0",-25.4%,"12,145.0",17.7%
2011,41,Babcock Inter-tio-l,"Peter Rogers, CEO",U.K.,"2,087.8","2,138.7",-2.4%,"2,948.7",70.8%
2011,42,Cobham,"Andy Stevens, CEO",U.K.,"1,998.7","2,266.4",-11.8%,"2,941.0",68.0%
2011,43,QinetiQ,"Leo Quinn, CEO",U.K.,"1,921.3","1,795.4",7.0%,"2,631.9",73.0%
2011,44,Russian Helicopters,"Dmitry Petrov, Director",Russia,"1,905.4",813.8,134.1%,"2,672.3",71.3%
2011,45,Fluor,"David Seaton, CEO",U.S.,"1,884.2",871.5,116.2%,"20,849.0",9.0%
2011,46,Rafael Advanced Defense Systems,"Yedidia Yaari, President and CEO",Israel,"1,844.8","1,607.0",14.8%,"1,844.8",100.0%
2011,47,General Atomics,"J. Neal Blue, Chairman and CEO",U.S.,"1,819.6","1,369.8",32.8%,-,-
2011,48,ST Engineering,"Tan Pheng Hock, President and CEO",Singapore,"1,800.9","1,451.3",24.1%,"4,392.4",41.0%
2011,49,Serco,"Christopher Hyman, CEO",U.K.,"1,669.5","1,597.0",4.5%,"6,677.9",25.0%
2011,50,Kongsberg,"Walter Qvam, CEO",Norway,"1,499.8","1,059.8",41.5%,"2,565.7",58.5%
2011,51,Nexter,"Philippe Burtin, Chairman and CEO",France,"1,428.4","1,236.9",15.5%,"1,428.4",100.0%
2011,52,Aviation Holding Co. Sukhoi,"Mikhail Pogosyan, Director",Russia,"1,404.2","1,522.0",-7.7%,"1,462.7",96.0%
2011,53,Irkut,"Alexei Fyodorov, President",Russia,"1,400.0","1,103.7",26.8%,"1,673.0",83.7%
2011,54,Dassault Aviation,"Charles Edelstenne, CEO",France,"1,273.0","1,366.5",-6.8%,"5,558.1",22.9%
2011,55,United Engine,"Andrei Reus, Director",Russia,"1,243.7",713.4,74.3%,"2,799.6",44.4%
2011,56,Krauss-Maffei Wegmann,"Manfred Bode, Chairman and CEO",Germany,"1,194.7","1,722.1",-30.6%,"1,194.7",100.0%
2011,57,Mitsubishi Electric,"Kenichiro Yamanishi, President and CEO",Japan,"1,187.7","1,968.8",-39.7%,"42,613.9",2.8%
2011,58,GKN,"Marcus Bryson, CEO",U.K.,"1,054.2","1,052.1",0.2%,"2,243.0",47.0%
2011,59,Jacobs Engineering,"Craig Martin, President and CEO",U.S.,"1,053.1",971.7,8.4%,"9,900.0",10.6%
2011,60,Kawasaki Heavy Industries,"Satoshi Hasegawa, President (Representative Director)",Japan,"1,042.7","1,123.9",-7.2%,"14,343.0",7.3%
2011,61,Samsung Techwin,"Cheol Kyo Kim, CEO",South Korea,"1,032.0","1,374.0",-24.9%,"2,752.0",37.5%
2011,62,Tactical Missiles,"Boris Obnosov, Director",Russia,"1,028.7",910.9,12.9%,"1,118.1",92.0%
2011,63,NEC,"Nobuhiro Endo, President (Representative Director)",Japan,"1,008.8",778.6,29.6%,"36,414.4",2.8%
2011,64,Bharat Electronics,"Ashwani Kumar Datt, Chairman and Ma-ging Director",India,997.7,916.0,8.9%,"1,210.9",82.4%
2011,65,Hewlett-Packard,"Lâ€šo Apotheker, President and CEO",U.S.,971.9,"1,751.1",-44.5%,"126,033.0",0.8%
2011,66,Diehl Stiftung,"Thomas Diehl, President and CEO",Germany,963.7,966.2,-0.3%,"3,617.5",26.6%
2011,67,Fincantieri,"Giuseppe Bono, CEO",Italy,943.0,735.4,28.2%,"3,817.8",24.7%
2011,68,AAR,"David Storch, Chairman and CEO",U.S.,942.4,645.0,46.1%,"1,775.8",53.1%
2011,69,Chemring,"David Price, CEO",U.K.,929.0,778.1,19.4%,929.0,100.0%
2011,70,IHI Marine,"Shigemi Kurahara, President and CEO",Japan,917.7,-,-,"2,336.8",39.3%
2011,71,Ultra Electronics,"Rakesh Sharma, CEO",U.K.,878.0,815.4,7.7%,"1,097.5",80.0%
2011,72,CAE,"Marc Parent, President and CEO",Canada,850.9,742.7,14.6%,"1,602.3",53.1%
2011,73,LIG Nex1,"Hyo Koo-Lee, CEO",South Korea,811.0,763.5,6.2%,811.0,100.0%
2011,74,RUAG,"Lukas Braunshweiler, CEO",Switzerland,810.2,844.9,-4.1%,"1,726.0",46.9%
2011,75,Cubic,"Walter Zable, Chairman, President and CEO",U.S.,805.1,709.8,13.4%,"1,194.2",67.4%
2011,76,Meggitt,"Terry Twigger, CEO",U.K.,789.0,810.2,-2.6%,"1,793.1",44.0%
2011,77,Indra,"Javier MonzÂ¢n, Chairman",Spain,788.4,950.9,-17.1%,"3,394.3",23.2%
2011,78,Curtiss-Wright,"Martin Be-nte, Chairman and CEO",U.S.,784.0,759.0,3.3%,"1,893.0",41.4%
2011,79,Alion Science and Technology,"Bahman Atefi, Chairman and CEO",U.S.,771.8,735.3,5.0%,834.0,92.5%
2011,80,Aselsan,"Cengiz Ergeneman, General Ma-ger",Turkey,762.2,643.1,18.5%,789.6,96.5%
2011,81,Battelle,"Jeffrey Wadsworth, President and CEO",U.S.,753.2,737.0,2.2%,"6,200.0",12.1%
2011,82,Teledyne Technologies,"Robert Mehrabian, Chairman, President and CEO",U.S.,727.4,777.8,-6.5%,"1,644.2",44.2%
2011,83,Accenture,"Pierre -nterme, CEO",Ireland,725.0,453.0,60.0%,"21,600.0",3.4%
2011,84,FLIR,"Earl Lewis, Chairman and CEO",U.S.,706.0,655.3,7.7%,"1,385.0",51.0%
2011,85,SRC,"Paul Tremont, President",U.S.,691.0,471.0,46.7%,701.0,98.6%
2011,86,VSE,"Maurice Gauthier, President and CEO",U.S.,675.4,840.3,-19.6%,866.0,78.0%
2011,87,Embraer,"Frederico Fleury Curado, President and CEO",Brazil,667.0,480.4,38.8%,"5,312.5",12.6%
2011,88,SRA Inter-tio-l,"Stanton Sloane, President and CEO",U.S.,661.0,559.9,18.1%,"1,666.6",39.7%
2011,89,Patria,"Heikki Allonen, CEO",Finland,658.4,662.0,-0.5%,748.7,87.9%
2011,90,Deloitte,"Barry Salzberg, CEO",U.S.,657.4,176.5,272.5%,"10,900.0",6.0%
2011,91,Force Protection,"Michael Moody, Chairman and CEO",U.S.,656.0,977.1,-32.9%,656.0,100.0%
2011,92,ARINC,"John Belcher, Chairman and CEO",U.S.,649.8,833.5,-22.0%,"1,083.2",60.0%
2011,93,Day & Zimmermann,"Harold Yoh, Chairman and CEO",U.S.,647.7,637.0,1.7%,"2,382.0",27.2%
2011,94,Tula KB Priborostroyeniya,"Igor Stepanichev, Director",Russia,627.4,-,-,628.6,99.8%
2011,95,-mmo,"Edgar Fossheim, CEO",Norway,570.9,513.8,11.1%,570.9,100.0%
2011,96,Wyle,"George Melton, Chairman, CEO and President",U.S.,563.5,390.8,44.2%,924.1,61.0%
2011,97,M.C. Dean,"Bill Dean, President and CEO",U.S.,548.2,445.0,23.2%,820.1,66.8%
2011,98,Israel Military Industries,"Avi Felder, President and CEO",Israel,508.6,465.0,9.4%,508.6,100.0%
2011,99,Fujitsu,"Masami Yamamoto, President (Representative Director)",Japan,503.8,533.4,-5.5%,"52,937.1",1.0%
2011,100,RTI Sistema,"Sergei Tishchenko, Director",Russia,449.0,-,-,506.0,88.7%
2010,1,Lockheed Martin,"Robert Stevens, Chairman and CEO,",U.S.,"42,025.70","39,739.80",5.8,"45,189.00",93
2010,2,BAE Systems,"Ian King, CEO",U.K.,"33,418.80","32,708.70",2.2,"35,094.10",95.2
2010,3,Boeing,"W. James McNerney, Chairman, President and CEO,",U.S.,"31,932.00","31,082.00",2.7,"68,281.00",45.9
2010,4,Northrop Grumman,"Wes Bush, President and CEO,",U.S.,"30,656.90","26,579.00",15.3,"33,755.00",90.8
2010,5,General Dynamics,"Jay Johnson, Chairman and CEO,",U.S.,"25,904.60","22,854.00",10.3,"31,981.00",81
2010,6,Raytheon Company,"William Swanson, Chairman and CEO",U.S.,"23,139.30","21,551.80",7.6,"24,881.00",93
2010,7,EADS,"Louis Gallois, CEO",Netherlands,"15,013.70","16,208.40",7.4,"59,711.80",25.1
2010,8,Finmeccanica,"Pierfrancesso GuarguafliniI, Chairman and CEO",Italy,"13,332.10","10,219.50",30.5,"24,345.20",52.6
2010,9,L-3 Communications,"Michael Strianese, Chairman, President and CEO",U.S.,"13,014.00","12,159.00",7,"15,615.00",83.3
2010,10,United Technologies,"Louis Chenevert, Chairman and CEO",U.S.,"11,100.00","9,975.80",11.3,"52,920.00",21
2010,11,SAIC,"Walt Havenstein, CEO",U.S.,"8,400.00","7,661.00",9.6,"10,846.00",77.4
2010,12,Thales,"Luc Vigneron, Chairman and CEO",France,"8,032.00","7,944.10",1.1,"17,988.10",44.7
2010,13,ITT,"Steven Loranger, Chairman, President and CEO",U.S.,"6,097.50","6,094.10",0.1,"10,904.50",55.9
2010,14,KBR,"William Utt, Chairman, President and CEO",U.S.,"5,410.20","6,674.40",10.9,"12,105.00",44.7
2010,15,Honeywell,"David Cote, Chairman and CEO",U.S.,"5,382.00","5,313.00",1.3,"30,908.00",17.4
2010,16,Booz Allen Hamilton,"Ralph Shrader, Chairman and CEO",U.S.,"4,299.00","3,575.00",20.3,"5,100.00",84.3
2010,17,CSC,"Michael Laphen, Chairman, President and CEO",U.S.,"4,203.30","3,800.00",10.6,"16,739.90",25
2010,18,GE Aviation,"David Joyce, President and CEO",U.S.,"4,200.00","4,200.00",0,"18,700.00",22.5
2010,19,URS,"Martin Koffel, CEO",U.S.,"3,483.30","3,370.00",3.3,"9,249.10",37.7
2010,20,DCNS,"Patrick Boissier, Chairman and CEO",France,"3,355.00","3,686.30",9,"3,355.00",100
2010,21,Textron,"Scott Donnelly, President and CEO",U.S.,"3,300.00","3,400.00",2,"10,500.00",31.4
2010,22,Almaz-Antei,"Vladislav Menshikov, Director",Russia,"3,263.00","4,335.20",-24.7,"3,666.30",89
2010,23,Rolls-Royce,"Sir John Rose, CEO",U.K.,"3,146.90","3,131.00",0.5,"16,304.70",19.3
2010,24,Safran,"Jean-Paul Herteman, PrÃ©sident du directoire",France,"3,067.70","3,037.90",1,"14,569.00",21.1
2010,25,Navistar Defense,"Daniel Ustian, Chairman, President and CEO",U.S.,"2,885.00","4,000.00",27.9,"11,569.00",24.9
2010,26,Mitsubishi Heavy Industries,"Hideaki Omiya, President",Japan,"2,833.10","3,138.20",-9.7,"26,684.30",10.6
2010,27,ATK,"Mark DeYoung, President and CEO",U.S.,"2,740.00","2,850.00",-3.9,"4,807.70",57
2010,28,Elbit Systems,"Joseph Ackerman, President and CEO",Israel,"2,690.80","2,506.10",10.8,"2,832.40",95
2010,29,Harris,"Howard Lance, Chairman, President and CEO",U.S.,"2,686.70","2,465.70",8.9,"5,000.00",53.7
2010,30,Rheinmetall,"Klaus Eberhardt, CEO",Germany,"2,646.60","2,668.70",0.8,"4,768.90",55.5
2010,31,Oshkosh,"Robert Bohn, Chairman and CEO",U.S.,"2,594.80","1,891.90",37.2,"5,695.20",45.6
2010,32,Rockwell Collins,"Clay Jones, Chairman, President and CEO",U.S.,"2,579.00","2,366.00",9,"4,470.00",57.7
2010,33,DynCorp International,"William Ballhaus, President and CEO",U.S.,"2,381.90","1,850.90",28.7,"3,585.30",66.4
2010,34,Bechtel,"Riley Bechtel, Chairman and CEO",U.S.,"2,297.50","2,202.90",4.3,"30,800.00",7.5
2010,35,Cobham,"Andy Stevens, CEO",U.K.,"2,266.40","1,630.20",39,"2,944.00",77
2010,36,Israel Aerospace Industries,"Itzhak Nissan, President and CEO",Israel,"2,234.00","2,203.00",1.4,"2,881.00",77.5
2010,37,Babcock International Group,"Peter Rogers, CEO",U.K.,"2,138.70","2,117.20",1,"3,016.10",70.9
2010,38,CACI International,"Paul Cofoni, President and CEO",U.S.,"2,078.30","1,807.50",15,"2,730.20",76.1
2010,39,Saab,"Hakan Buskhe, President and CEO (as of 9/1)",Sweden,"2,014.60","2,957.40",-31.9,"2,424.90",83.1
2010,40,Goodrich,"Marshall Larsen, Chairman, President and CEO",U.S.,"2,005.80","1,794.00",11.8,"6,686.00",30
2010,41,Hindustan Aeronautics,"Ashok Nayak, Chairman",India,"1,999.50","1,641.20",21.8,"2,182.10",91.6
2010,42,Mitsubishi Electric,"Kenichiro Yamanishi, President and CEO",Japan,"1,968.80","1,555.10",26.6,"36,135.20",5.4
2010,43,ManTech International,"George Pedersen, Chairman and CEO",U.S.,"1,919.30","1,754.90",9.4,"2,020.30",95
2010,44,QinetiQ Group,"Leo Quinn, CEO",U.K.,"1,795.40","2,032.30",11.7,"2,599.40",69.1
2010,45,Hewlett-Packard,"Mark Hurd, Chairman, President and CEO",U.S.,"1,751.10","2,027.10",-13.6,"114,552.00",1.5
2010,46,Krauss-Maffei Wegmann,"Frank Haun, President and CEO",Germany,"1,722.10","2,059.20",16.4,"1,722.10",100
2010,47,Rafael Advanced Defense Systems Ltd.,"Yedidia Yaari, President and CEO",Israel,"1,607.00","1,528.00",5.2,"1,607.00",100
2010,48,Serco,"Edward Casey, Chairman and CEO",U.K.,"1,597.00","1,446.60",10.4,"6,215.60",25.7
2010,49,Aviation Holding Co. Sukhoi,"Mikhail Pogosyan, Director",Russia,"1,522.00","2,039.20",25.4,"1,640.00",92.8
2010,50,Singapore Technologies Engineering Ltd,"Tan Pheng Hock, President and CEO",Singapore,"1,451.30","1,247.90",16.3,"3,819.30",38
2010,51,Samsung Techwin,"ChangSuk Oh, President and CEO",South Korea,"1,374.00",746.5,84.1,"3,085.70",44.5
2010,52,General Atomics,"J. Neal Blue, Chairman and CEO",U.S.,"1,369.80","1,065.50",28.6,NA,NA
2010,53,Dassault Aviation,"Charles Edelstenne, Chairman and CEO",France,"1,366.50","2,118.40",35.5,"4,770.30",28.6
2010,54,Nexter,"Luc Vigneron, Chairman and CEO",France,"1,236.90",766,61.5,"1,236.90",100
2010,55,Kawasaki Heavy Industries,"Satoshi Hasegawa, President",Japan,"1,123.90","1,529.10",26.5,"12,645.90",8.9
2010,56,Irkut,"Oleg Demchenko, Director",Russia,"1,103.70","1,149.80",-4,"1,161.80",95
2010,57,Kongsberg,"Walter Qvam, CEO",Norway,"1,059.80",755.3,40.3,"2,208.20",48
2010,58,GKN,"Marcus Bryson, CEO",U.K.,"1,052.10","1,077.70",-2.4,"6,575.80",16
2010,59,Force Protection,"Michael Moody, Chairman, President and CEO",U.S.,977.1,"1,326.30",26.3,977.1,100
2010,60,Jacobs Engineering,"Craig Martin, President and CEO",U.S.,971.7,"1,008.00",3.6,"11,467.40",8.5
2010,61,Indra,"Javier MonzÃ³n, Chairman",Spain,950.9,"1,005.90",-5.5,"3,504.50",27.1
2010,62,Bharat Electronics,"Ashwani Kumar Datt, Chairman and Managing Director",India,916,855,7.1,"1,101.20",83.2
2010,63,Tactical Missiles,"Boris Obnosov, Director",Russia,910.9,"1,152.60",-21,990.1,92
2010,64,Fluor,"Alan Boeckmann, Chairman and CEO",U.S.,871.5,777.7,12.1,"21,990.30",4
2010,65,Ruag,"Lukas Braunschweiler, CEO",Switzerland,844.9,778.9,8.5,"1,566.10",54
2010,66,VSE,"Maurice Gauthier, Presdient and CEO",U.S.,840.3,831.7,1,"1,014.60",82.8
2010,67,ARINC,"John Belcher, Chairman and CEO",U.S.,833.5,702.8,18.6,"1,243.90",67
2010,68,Ultra Electronics Holdings,"Douglas Caster, CEO",U.K.,815.4,736,10.8,"1,019.20",80
2010,69,Russian Helicopters,"Andrei Shibitov, Director",Russia,813.8,845.1,-3.7,"1,820.50",44.7
2010,70,Meggitt,"Terry Twigger, CEO",U.K.,810.2,839.1,-3.4,"1,800.50",45
2010,71,Uralvagonzavod,"Oleg Siyenko, Director",Russia,801.5,646.8,23.9,"1,144.00",70.1
2010,72,NEC,"Nobuhiro Endo, President (Representive Director)",Japan,778.6,981.4,-20.7,"38,613.30",2
2010,73,Chemring,"David Price, CEO",U.K.,778.0.9,688.1,14.2,785.9,100
2010,74,Teledyne Technologies,"Robert Mehrabian, Chairman, President and CEO",U.S.,777.8,754.5,3.1,"1,765.20",44.1
2010,75,RSK MiG,"Mikhail Pogosyan, Director",Russia,762.5,-,-,770.2,99
2010,76,Curtiss-Wright,"Martin Benante, Chairman and CEO",U.S.,759,663,14.5,"1,810.00",41.9
2010,77,CAE,"Marc Parent, President and CEO",Canada,742.7,649.4,14.4,"1,401.80",53
2010,78,Alion Science and Technology,"Bahman Atefi, Chairman and CEO",U.S.,737.2,660.4,11.6,802.2,91.9
2010,79,Battelle,"Jeffrey Wadsworth, President and CEO",U.S.,737,794,-7.2,"5,600.00",13.2
2010,80,Fincantieri,"Giuseppe Bono, CEO",Italy,735.4,584.5,25.8,"4,558.90",16.1
2010,81,Agility,"Tarek Sultan, Chairman and Managing Director",Kuwait,715.5,"2,200.00",-67.5,"1,705.40",42
2010,82,Cubic,"Walter Zable, Chairman",U.S.,709.8,607.8,16.8,"1,016.70",69.8
2010,83,Diehl Stiftung,"Thomas Diehl, President and CEO",Germany,690,911.3,-24.3,"2,928.30",23.6
2010,84,Patria,"Heikki Allonen, President and CEO",Finland,662,676.4,-2.1,752.3,88
2010,85,FLIR,"Earl Lewis, Chairman, President and CEO",U.S.,655.3,600,9.2,"1,147.10",57.1
2010,86,Aselsan,"Cengiz Ergeneman, General Manager",Turkey,643.1,515.3,24.8,669.3,96.1
2010,87,Day & Zimmermann,"Harold Yoh, Chairman and CEO",U.S.,637,548.3,16.2,"2,100.00",30.3
2010,88,Korea Aerospace Industries,"Hong Kyung, Kim, President and CEO",South Korea,622.2,584.5,6.4,856.5,72.6
2010,89,AAR,"David Storch, Chairman and CEO",U.S.,614.1,518.8,18.4,"1,424.00",43.1
2010,90,SRA International,"Stanton Sloane, President and CEO",U.S.,559.9,669.1,-16.3,"1,540.70",36.3
2010,91,Sevmash,"Nikolai Kalistratov, Director",Russia,534.4,432.4,23.6,668,80
2010,92,Fujitsu,"Masami Yamamoto, President and Representative Director",Japan,533.4,442.7,20.5,"5,028.20",10.6
2010,93,Nammo,"Edgar Fossheim, President and CEO",Norway,513.8,466,10.3,549.6,93.5
2010,94,MMPP Salyut,"Yury Yeliseyev, Director",Russia,494.7,444.2,11.4,521.3,94.9
2010,95,Embraer,"Frederico Fleury Curado, President and CEO",Brazil,480.4,530.1,-9.4,"5,474.40",8.8
2010,96,SRC/SRCTec,"Robert Roberts, President and CEO",U.S.,471,348.1,35.3,483,97.5
2010,97,Israel Military Industries,"Avi Felder, President and CEO",Israel,465.0,660,-29.5,500,93
2010,98,Accenture,"William Green, Chairman and CEO",Ireland,453,400,13.3,"21,580.00",2.1
2010,99,M.C. Dean,"William Dean, President and CEO",U.S.,445.0,-,-,642.5,87.5
2010,100,Hyundai Rotem,"Yeo-Sung Lee, Executive Vice Chairman and CEO",South Korea,407.9,415.2,-1.8,"2,149.50",19
2009,1,Lockheed Martin,"Robert Stevens, Chairman, President and CEO",U.S.,39550,38513.0,,42731,92.5
2009,2,BAE Systems,"Ian King, CEO",U.K.,32667,29800.0,,34351,95.1
2009,3,Boeing,"W. James McNerney, Chairman, President and CEO",U.S.,31082,31175.0,,60909,51
2009,4,Northrop Grumman,"Ro-ld Sugar, Chairman and CEO",U.S.,26579,24497.0,,33887,78.4
2009,5,General Dy-mics,"Jay Johnson, President and CEO",U.S.,22854,21519.0,,29300,78
2009,6,Raytheon,"William Swanson, Chairman and CEO",U.S.,21551.8,19809.9,,23174,93
2009,7,EADS,"Louis Gallois, CEO",Netherlands,16206.6,12241.3,,63639.4,25.5
2009,8,L-3 Communications,"Michael Strianese, Chairman, President and CEO",U.S.,12159,11239.0,,14901,81.6
2009,9,Finmeccanica,"PierFrancesco Guarguaglini, President and CEO",Italy,10219,9861.0,,22119,46.2
2009,10,United Technologies,"Louis R. ChÃªnevert, President and CEO",U.S.,9975.8,8761.4,,58681,17
2009,11,Thales,"Luc Vigneron, Chairman and CEO",France,8020,7200.0,,18650,43
2009,12,SAIC,"Ken Dahlberg, Chairman and CEO",U.S.,7661,6503.0,,10070,76
2009,13,ITT,"Steven Loranger, Chairman, President and CEO",U.S.,6282,4176.0,,11694.8,53.7
2009,14,KBR,"William Utt, Chairman, President and CEO",U.S.,5997.1,5967.0,,11581,51.8
2009,15,Honeywell,"David Cote, Chairman and CEO",U.S.,5313,5017.0,,36556,14.5
2009,16,Almaz-Antei,"Vladislav Menshikov, Director",Russia,4335.2,2782.1,,4616.8,93.9
2009,17,Rolls-Royce,"(Sir) John Rose, CEO",U.K.,4237.6,4402.8,,16950.6,25.2
2009,18,GE Aviation,"David Joyce, President and CEO",U.S.,4000,4500.0,,19200,20.8
2009,19,-vistar,"Daniel Ustian, Chairman, President and CEO",U.S.,4000,429.0,,14724,27.2
2009,20,MBDA Missile Systems,"Antoine Bouvier, CEO",France,3995,4124.0,,3995,100
